Time (s),Speed (km/h),Acceleration (m/s²),Power Demand (kW),Engine Power (kW),Battery Power (kW),Fuel Consumption (L/100km),SOC (%),Battery Degradation (%),Regenerative Braking Power (kW),Total Energy Used (kWh),Driving Cycle Type,Target Efficiency
57,45.36181436223178,0.009729127759441559,33.18031216014589,17.335034162310833,15.845277997835055,6.257220345345741,98.61863888773976,0.138136111226023,0.0,33.18031216014589,Highway,Low Efficiency
58,54.96895147105346,-0.06925612230361237,54.78037815192283,28.630604389870943,26.14977376205189,5.357836297312707,98.59248911397772,0.1407510886022282,6.599710045586776,61.38008819750961,Urban,Low Efficiency
59,64.63317690683539,-0.21194502116117628,35.603918692011725,17.63346173170642,17.970456960305306,4.349852543539783,98.5745186570174,0.14254813429825872,0.07107747087859662,35.674996162890324,WLTC,High Efficiency
60,42.81238643232065,-0.15259442274037588,51.398213585182106,22.849772061378815,28.54844152380329,4.418358615775664,98.54597021549361,0.14540297845063907,2.655851973476776,54.054065558658884,HWFET,High Efficiency
61,47.215115350042744,0.5234558972440697,52.38498925673054,21.022730242507375,31.362259014223167,3.6833340403462844,98.51460795647938,0.1485392043520614,0.0,52.38498925673054,Highway,High Efficiency
62,33.40497538990958,-0.16762204093401337,58.85577081695045,40.67348806863013,18.18228274832032,5.006793936577337,98.49642567373107,0.1503574326268934,6.434455209677448,65.29022602662789,Highway,Low Efficiency
63,32.05690063878994,-0.6705323566507844,67.81684786466852,46.322282262246354,21.494565602422163,6.046081218067902,98.47493110812864,0.15250688918713565,9.816472365702749,77.63332023037127,Highway,Low Efficiency
64,62.18788733591297,0.3718258877700866,36.35323674099458,19.815971716616385,16.537265024378197,3.911498595675469,98.45839384310426,0.15416061568957345,0.0,36.35323674099458,Urban,High Efficiency
65,70.34360042856234,-0.10243833193235861,49.475261439369504,34.55923826744297,14.916023171926533,4.944173212004339,98.44347781993234,0.15565221800676612,2.967478331065194,52.4427397704347,Urban,Low Efficiency
66,48.91984817629499,0.01569793276638822,47.236647049557824,28.4410103767932,18.795636672764623,3.983956656917346,98.42468218325958,0.15753178167404258,0.0,47.236647049557824,WLTC,High Efficiency
67,65.05299346838036,0.8037891531997552,54.33749685960962,22.857462613896924,31.480034245712698,5.314031495281422,98.39320214901386,0.16067978509861386,0.0,54.33749685960962,Highway,Low Efficiency
68,55.424540375714514,-0.010280278675253593,52.15668770933618,22.70461248791189,29.45207522142429,4.175924924075074,98.36375007379243,0.16362499262075628,2.5199153014988065,54.67660301083499,WLTC,High Efficiency
69,40.323203680923136,0.14459183655936267,46.4745375726338,31.362563379288538,15.111974193345262,3.8907341430589213,98.34863809959909,0.1651361900400908,0.0,46.4745375726338,Highway,High Efficiency
70,55.42093408262621,-0.5894617456491626,45.590978113891445,26.853800093200423,18.737178020691022,3.980049957601962,98.3299009215784,0.16700990784215994,6.4229812336937115,52.01395934758516,HWFET,High Efficiency
71,73.07054849698955,-0.10983472617548007,38.83549144815952,25.357831735947713,13.47765971221181,5.75499316076835,98.31642326186619,0.1683576738133811,3.1125692288669606,41.94806067702648,Highway,Low Efficiency
72,49.46260941335073,0.3047630226043006,59.87861582406509,40.08758930667879,19.791026517386307,4.8548758920044675,98.29663223534881,0.17033677646511974,0.0,59.87861582406509,WLTC,Low Efficiency
73,73.4696548372101,-0.7776868669206212,54.592041815995294,29.17303742971884,25.419004386276455,4.3573674049999465,98.27121323096253,0.1728786769037474,7.0853252689316335,61.67736708492693,Urban,High Efficiency
74,10.703823438653835,0.10042254655785479,59.17768197795137,24.532568790205453,34.64511318774592,5.392106753820816,98.23656811777478,0.17634318822252196,0.0,59.17768197795137,HWFET,Low Efficiency
75,62.32853756562836,0.05039553632240315,46.896038635244864,21.407296208941805,25.48874242630306,4.378225673798524,98.21107937534848,0.1788920624651523,0.0,46.896038635244864,HWFET,High Efficiency
76,51.30570602357257,0.02064372779371969,43.4316453130557,18.240056886133917,25.19158842692178,6.689776840528555,98.18588778692155,0.18141122130784446,0.0,43.4316453130557,Highway,Low Efficiency
77,45.51488974301199,0.5185794493291216,39.21684933370772,17.90727436109077,21.30957497261695,3.5392007694601153,98.16457821194894,0.18354217880510615,0.0,39.21684933370772,HWFET,High Efficiency
78,51.37641164803254,0.16721925742426075,53.58917583740659,28.03570668982936,25.553469147577232,4.719542730774077,98.13902474280137,0.18609752571986388,0.0,53.58917583740659,WLTC,Low Efficiency
79,20.186466280986608,0.739035949178222,39.60206775471765,17.245078531408854,22.356989223308798,2.8928521674994987,98.11666775357806,0.18833322464219476,0.0,39.60206775471765,WLTC,High Efficiency
80,46.70492168243732,-0.4967947577970181,68.4866306896655,30.820351785706112,37.666278903959395,4.479688412164859,98.07900147467409,0.1920998525325907,5.105753415560002,73.5923841052255,Highway,High Efficiency
81,55.3566885726762,0.06796228360917399,36.9235741890656,19.707829769253763,17.215744419811834,2.480546753440055,98.06178573025429,0.1938214269745719,0.0,36.9235741890656,Urban,High Efficiency
82,72.16841067112274,0.04223339319497371,52.73660119212502,26.476478401185183,26.26012279093984,6.119474783838689,98.03552560746334,0.1964474392536659,0.0,52.73660119212502,HWFET,Low Efficiency
83,42.22594672589529,-0.53462724687754,65.66854707213787,35.480547691428164,30.187999380709705,6.149755650508368,98.00533760808263,0.19946623919173687,5.221292935847855,70.88984000798573,HWFET,Low Efficiency
84,37.87259595660218,0.47814750104567305,55.99089759263809,29.60527715381998,26.385620438818112,6.176255260586714,97.97895198764381,0.20210480123561866,0.0,55.99089759263809,Highway,Low Efficiency
85,42.47364434623195,1.162336652926409,51.75673712491779,30.709518781995143,21.047218342922648,5.0433087202617015,97.9579047693009,0.20420952306991091,0.0,51.75673712491779,HWFET,Low Efficiency
86,63.731031765531114,-0.008503037241915498,40.31516353038104,27.46095038872065,12.854213141660392,3.6801943929348617,97.94505055615923,0.20549494438407698,2.244948721866308,42.56011225224735,Urban,High Efficiency
87,54.93126664489527,0.25251054413688345,36.182308114322964,15.643757464170344,20.538550650152622,3.7994890519460753,97.92451200550907,0.20754879944909221,0.0,36.182308114322964,Highway,High Efficiency
88,42.05359694349442,0.04225923790766362,57.70050108917586,24.798408541668433,32.90209254750742,7.295258082830782,97.89160991296157,0.21083900870384298,0.0,57.70050108917586,WLTC,Low Efficiency
89,57.699011496700344,-0.3567923349535879,65.06147240774946,42.670035342870044,22.39143706487942,7.153515655699695,97.86921847589669,0.2130781524103309,6.765919894669901,71.82739230241937,HWFET,Low Efficiency
90,51.456163240220604,-0.9103801389010081,45.61150009521828,25.17385404082947,20.43764605438881,5.183832735426157,97.8487808298423,0.21512191701576983,4.818281098175908,50.42978119339419,Highway,Low Efficiency
91,64.52967485799334,-0.35288674154768257,38.60938492383649,24.320881938289382,14.288502985547105,4.226548948879509,97.83449232685676,0.21655076731432452,9.91680651116834,48.526191435004826,WLTC,High Efficiency
92,39.469203591839715,-0.6959791904758657,25.418305694509815,11.810020217558858,13.608285476950957,7.052935134047766,97.8208840413798,0.21791159586201964,4.0481315912921625,29.466437285801977,WLTC,Low Efficiency
93,45.085067801033475,0.8520510390295589,40.19235156337462,26.071121406891915,14.121230156482707,3.958245257922785,97.80676281122332,0.2193237188776679,0.0,40.19235156337462,WLTC,High Efficiency
94,44.118377703017636,-0.057554846961619575,48.8634315750096,33.08806752211686,15.77536405289274,5.343273812143861,97.79098744717042,0.22090125528295718,8.21504215407343,57.07847372908303,Highway,Low Efficiency
95,28.04727577801822,-0.17295966452358535,65.99123240836734,38.97738517449646,27.013847233870877,7.027935958097688,97.76397359993656,0.22360264000634425,2.122012188804182,68.11324459717152,Highway,Low Efficiency
96,54.44180415596864,0.44457691239390296,56.73133692232969,24.494532301002934,32.236804621326755,3.7454922505030583,97.73173679531523,0.22682632046847695,0.0,56.73133692232969,WLTC,High Efficiency
97,53.91582908269834,-0.560875551427944,53.05085404706753,35.469187973298325,17.581666073769206,6.243835378455668,97.71415512924146,0.22858448707585385,1.789762827151259,54.84061687421879,WLTC,Low Efficiency
98,50.07670184963691,-0.3834320190022762,45.99880338698869,29.335567502164697,16.663235884823994,5.780841193765805,97.69749189335664,0.23025081066433628,0.16877390857939378,46.16757729556809,Highway,Low Efficiency
99,46.481192999372794,0.034036134624310516,44.16834282744044,27.61684524735563,16.55149758008481,4.940725186652658,97.68094039577656,0.23190596042234476,0.0,44.16834282744044,Highway,Low Efficiency
100,28.769438869243785,0.5143844957117403,64.05647597507964,26.328393895109844,37.728082079969795,3.5098496013003264,97.64321231369658,0.23567876863034173,0.0,64.05647597507964,Urban,High Efficiency
101,43.69032015851961,0.2508425225843941,52.0073854075839,33.268539756210295,18.7388456513736,3.913340359845086,97.62447346804521,0.23755265319547908,0.0,52.0073854075839,WLTC,High Efficiency
102,44.85928225209846,0.1241625712579411,28.97399308078978,12.788694719155352,16.185298361634427,5.434176609275988,97.60828816968358,0.23917118303164253,0.0,28.97399308078978,HWFET,Low Efficiency
103,37.96584096167572,0.039058867618008176,43.264603521027574,20.192276330925758,23.072327190101817,2.86499480767792,97.58521584249347,0.24147841575065274,0.0,43.264603521027574,HWFET,High Efficiency
104,47.580714325009865,0.20011792776338758,41.417839682283734,23.738239292616353,17.67960038966738,5.196115788527375,97.5675362421038,0.24324637578961947,0.0,41.417839682283734,Highway,Low Efficiency
105,56.060762852218076,0.10082645256462731,44.537359908225355,21.355407178937828,23.181952729287527,5.811576476092495,97.54435428937452,0.24556457106254823,0.0,44.537359908225355,HWFET,Low Efficiency
106,78.29278851815795,-0.5149861373884679,55.629106602850854,33.28870560229933,22.340401000551523,6.4778302592136505,97.52201388837396,0.24779861116260338,8.411552365475925,64.04065896832678,Highway,Low Efficiency
107,52.61866719247759,0.02303961081657567,48.925551182057504,28.49527501618241,20.430276165875092,2.9024643883096664,97.5015836122081,0.24984163877919088,0.0,48.925551182057504,Urban,High Efficiency
108,53.86325586084146,-0.5368443294588763,49.23134592996338,21.289843453578577,27.941502476384805,6.97437094574191,97.47364210973171,0.25263578902682937,8.675496606935285,57.906842536898665,Highway,Low Efficiency
109,48.883311263507494,0.04054127145041186,63.13473161325237,37.67908397036805,25.455647642884323,7.543045241269903,97.44818646208883,0.2551813537911178,0.0,63.13473161325237,WLTC,Low Efficiency
110,21.21843177051438,-0.2403239707441207,43.03538910213312,29.142983357995902,13.892405744137214,5.615227351570391,97.43429405634468,0.25657059436553153,4.705971169360081,47.7413602714932,Highway,Low Efficiency
111,49.602291868261744,1.2696908113914307,68.6419952588735,30.774469707926453,37.867525550947036,3.442927127863009,97.39642653079373,0.26035734692062623,0.0,68.6419952588735,HWFET,High Efficiency
112,50.9034531491154,-0.01994719187585596,43.28692408628914,25.068263147123997,18.218660939165144,4.507836067459638,97.37820786985458,0.2621792130145427,2.1381841135990722,45.425108199888214,HWFET,Low Efficiency
113,86.94863168727929,-0.7021197831307944,50.89198196612571,25.576254689483815,25.315727276641898,4.928604132322239,97.35289214257793,0.2647107857422069,7.8949737682747205,58.786955734400436,HWFET,Low Efficiency
114,47.114585528283165,-0.06709010533846228,47.18796404597233,25.38162733121755,21.806336714754778,5.4056952630958355,97.33108580586318,0.2668914194136824,4.294658265662033,51.48262231163436,WLTC,Low Efficiency
115,54.523210135004184,0.25967937281894404,51.23419133500961,24.904943160438034,26.32924817457158,5.032972328965403,97.3047565576886,0.2695243442311396,0.0,51.23419133500961,Highway,Low Efficiency
116,49.47932345442135,0.8366819730762618,54.44591995073129,27.56265846389896,26.88326148683233,5.421747714341925,97.27787329620178,0.27221267037982283,0.0,54.44591995073129,Highway,Low Efficiency
117,32.46982943570702,-0.2947261999693592,54.338352400888766,22.20664721271863,32.13170518817014,4.863879863991316,97.2457415910136,0.2754258408986398,1.6490674384670012,55.987419839355766,HWFET,Low Efficiency
118,67.14234221772531,-0.79121398701182,42.4688266937942,29.493135872097362,12.975690821696837,5.397660641768365,97.23276590019191,0.2767234099808095,8.905727342437824,51.37455403623203,WLTC,Low Efficiency
119,61.27899549030161,0.4084185057154906,38.77085322552429,22.77554911241018,15.995304113114113,4.309214868258029,97.21677059607879,0.2783229403921209,0.0,38.77085322552429,HWFET,High Efficiency
120,61.865479205645705,-0.6902993529498256,75.03171790905711,41.28332735005036,33.74839055900675,4.492719924526297,97.18302220551979,0.28169777944802155,3.5697379920128345,78.60145590106994,HWFET,High Efficiency
121,36.35918817807892,-0.21807772075374252,45.160156603994466,23.26265622403515,21.897500379959315,4.135962244284999,97.16112470513983,0.2838875294860175,2.921438522052976,48.08159512604744,WLTC,High Efficiency
122,71.04191466404149,-0.12881024275549702,56.992124386719865,32.018880338947284,24.97324404777258,7.875889301756107,97.13615146109206,0.2863848538907947,2.187709725943373,59.17983411266324,HWFET,Low Efficiency
123,28.972234058115788,-0.034816726650054086,33.923586894768036,17.437802420904664,16.485784473863372,7.195851179261484,97.11966567661818,0.2880334323381811,8.238164771672455,42.161751666440495,Urban,Low Efficiency
124,58.80285640700406,0.3445822285371678,47.203872800953235,23.978263529221113,23.22560927173212,5.832941285020423,97.09644006734646,0.2903559932653543,0.0,47.203872800953235,WLTC,Low Efficiency
125,82.85683438714968,-0.34181714114319384,48.72800616017557,26.27335944697695,22.454646713198617,6.987963495901608,97.07398542063326,0.29260145793667414,9.240901299302697,57.96890745947827,HWFET,Low Efficiency
126,35.14195512303968,-0.13686462608338035,54.72815069927832,26.422472596871607,28.305678102406716,6.197692008466824,97.04567974253085,0.2954320257469148,6.673503789712827,61.40165448899115,Highway,Low Efficiency
127,41.50553405595842,-0.007135176474694253,22.77545859008061,10.340399148284748,12.435059441795863,5.271906739271083,97.03324468308905,0.2966755316910944,8.971277916691946,31.746736506772557,Urban,Low Efficiency
128,51.49477047631462,0.07479897875939402,51.661406130783305,29.291075460517792,22.370330670265513,2.7416429884704745,97.0108743524188,0.29891256475812095,0.0,51.661406130783305,Highway,High Efficiency
129,42.44786518825701,0.048913587353961334,38.50258544632107,25.13562864350333,13.36695680281774,4.60675411981229,96.99750739561597,0.3002492604384027,0.0,38.50258544632107,Highway,Low Efficiency
130,26.74004853400801,0.2180028876112899,53.24345711194924,23.738513002653466,29.504944109295774,4.497443161972472,96.96800245150668,0.30319975484933226,0.0,53.24345711194924,Urban,High Efficiency
131,51.02844462209041,0.42191975482086863,39.63670803161837,16.24392766298844,23.39278036862993,3.300387240361765,96.94460967113805,0.3055390328861952,0.0,39.63670803161837,WLTC,High Efficiency
132,34.06544429410843,0.196317057825484,41.44517304074419,19.646815862216798,21.79835717852739,2.7707565880900757,96.92281131395951,0.307718868604048,0.0,41.44517304074419,HWFET,High Efficiency
133,57.10388645952772,0.22679276175460922,47.26372389606732,32.79706335467043,14.466660541396891,5.7390790198505375,96.90834465341813,0.3091655346581877,0.0,47.26372389606732,Highway,Low Efficiency
134,36.20863648649295,-0.7911115833732388,39.476705303968046,25.605673595222225,13.871031708745821,5.48675648355622,96.89447362170938,0.31055263782906223,6.325076493297724,45.80178179726577,Highway,Low Efficiency
135,73.24901607526309,0.02511384958284022,45.24465553264645,26.185788513708225,19.058867018938223,3.248904529898582,96.87541475469044,0.31245852453095607,0.0,45.24465553264645,Highway,High Efficiency
136,38.251200614956446,0.2397537740008043,38.06624231456685,25.83840123928482,12.22784107528203,3.8811822403457157,96.86318691361515,0.31368130863848426,0.0,38.06624231456685,WLTC,High Efficiency
137,45.16907725691487,0.36447059728522513,31.668295483012724,16.897687386530134,14.77060809648259,6.741833409731245,96.84841630551867,0.3151583694481325,0.0,31.668295483012724,Highway,Low Efficiency
138,62.202758260545046,-0.3461753871168971,60.179570524293595,41.823849520070205,18.35572100422339,3.6834552297251593,96.83006058451446,0.31699394154855487,0.07754278173163542,60.25711330602523,Highway,High Efficiency
139,31.53703525349067,-0.3295196374443225,37.039513071760716,18.10827027071983,18.931242801040884,5.256198355900704,96.81112934171341,0.31888706582865894,1.04411214753941,38.083625219300124,Highway,Low Efficiency
140,53.41189901906194,-0.28705033764179916,48.21319112392016,22.76104855844472,25.45214256547544,4.715332550648029,96.78567719914794,0.32143228008520647,8.579425317744162,56.79261644166432,Urban,Low Efficiency
141,69.60714131423643,0.2682069499456717,57.52891081493785,34.02342974380051,23.50548107113734,5.759545206593094,96.7621717180768,0.3237828281923202,0.0,57.52891081493785,Urban,Low Efficiency
142,25.88775148158159,0.5169405274621043,43.85055897483957,22.51490245188889,21.335656522950682,3.7158385210153546,96.74083606155385,0.32591639384461524,0.0,43.85055897483957,Highway,High Efficiency
143,52.769507877984566,-0.2037300536458008,41.74834100254462,24.544253072618396,17.204087929926224,5.13512521631016,96.72363197362392,0.32763680263760786,2.305466802216518,44.053807804761135,WLTC,Low Efficiency
144,53.89824191372635,0.45398115681352447,52.262380886674215,25.68688993854876,26.575490948125456,5.253083866018816,96.69705648267579,0.33029435173242044,0.0,52.262380886674215,WLTC,Low Efficiency
